Client,Module,Date,Environment,Feature,Scenario,RepopStatus,Status,RerunStatus,RerunStatusViaUI,ConsolidatedStatus,Exception,RetryException,ExceptionHelp,FirstRunStartTime,FirstRunEndTime,Duration,DealName,DealID,UniqueTag,RequestID,FeatureFilePath,FilePairPath,GeneratedFile,EpicTicket,ScenarioTicket,FXDRCRRowFailure,BASE_FX,BASE_DR,BASE_CR,BASE_ROWS,GEN_FX,GEN_DR,GEN_CR,GEN_ROWS
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg272-to-reg276)","For deal REG274_G and client Goldgregorian repop and validate LE","Pass","Failed","NA","NA","Failed","Difference in total number of Rows from baseline :  Expected [1353] found [1739] on sheet: Ledger Entries","Rerun did not happen due to Base File failure scenario","Please verify if the deal has generated extra rows of evergreen entries,If so please notify the Automation team for the correct no. of months to transfer in parameters.If not please compare the basefile to the generated file.","2023-04-30 17:55:11","2023-04-30 17:57:32","140","REG274_G","567539","@TC646_REG274_G","137160","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG272,REG274,REG276.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/GoldGregorian/@TC646_REG274_G/","TC646_LedgerExport-GGAuto63-137160.xlsx","78122","","Y","59652378.000","478574.303","478574.303","1352.000","76485362.000","3167300.035","3167300.035","1738.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Finance IFRS 16T. CRR One-time CRR payment adjustments","For deal AC-736-IFRS Payment-Adjustment-Deal and client SilverGregorianAOP repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 19:05:32","2023-04-30 19:09:58","265","AC-736-IFRS Payment-Adjustment-Deal","53241","@TC4241_AC-736-IFRSPayment-Adjustment-Deal","79577","features/Core/SilverGregorianAOP/AC-736-IFRSPayment-Adjustment-Deal.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC5626_RemeasurementEffectiveDateforDealSinglePaymentAdjustment_LA-7615-2","--","AUTO-1061","AUTO-3230","N","16174852.000","191209.677","191209.677","392.000","16174852.000","191209.677","191209.677","392.000",
GoldGregorian,"Core","04-30-2023","uat","regression-gold-accounting-tests-(reg516,-reg526,-reg535)","For deal REG-526_GQ and client Goldgregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Deal History page not displayed, current page name is: Home","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 22:19:02","2023-04-30 22:20:41","98","REG-526_GQ","567835","@TC830_REG-526_GQ","--","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG516,REG526.feature","--","--","AUTO-992","AUTO-1367","NA","NA","NA","NA","NA","NA","NA","NA","NA",
AcctGregorianMEC,"Core","04-30-2023","uat","Payment Schedule","User generates Payment Schedule for entity Payment Report - Scenario 2 - NZD and Ledger IFRS 16 Ledger- qdo1","Pass","Failed","Failed","NA","Failed","File name Payment-AGMAuto131-39247 is not Found in the /mnt/generatedFiles/uat/","null","Observed Null pointer Exception during Execution.Verify the Automation script.For aasistance, Please Contact Automation Team.","2023-04-30 23:34:45","2023-04-30 23:37:44","178","--","--","@TC6339_P3_PaymentSchedule_Scenario2_IFRS16","--","features/Core/AcctGregorianMEC/PaymentScheduleReportPhase3IFRS16Ledger-qdo1.feature","--","--","AUTO-6379","AUTO-6811","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg017-to-reg019)","For deal REG017_4 and client Gold445 repop and validate LE","Pass","Passed","NA","NA","Passed","","","","2023-04-30 18:53:26","2023-04-30 18:55:32","125","REG017_4","50099","@TC131_REG017_4","67613","features/Core/Gold445/REGScenarios/Gold445_REG017,REG018,REG019.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/Gold445/@TC131_REG017_4/","TC131_LedgerExport-G445Auto6-67613.xlsx","78122","83614","N","41948972.000","140803.037","140803.037","960.000","41948972.000","140803.037","140803.037","960.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Accounts Payable under IFRS16 with running Ledger export with PRIOR AS AT DATE 09.01.2019","For deal CaseAC-687-HVTC1 - CRR and client SilverGregorianAOP and ledger IFRS 16 repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:07:32","2023-05-01 00:10:53","201","CaseAC-687-HVTC1 - CRR","53729","@TC4361_CaseAC-687-HVTC1-CRR-IFRS-16","80031","features/Core/SilverGregorianAOP/CaseAC-687-HVTC1-CRR-ASC-IFRS-16.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/@TC4480_AC-208_T35_B6-ASC842Remeasurement/","--","AUTO-1061","AUTO-3416","N","15593436.000","386523.704","386523.704","358.000","15593436.000","386523.704","386523.704","358.000",
GoldGregorian,"Core","04-30-2023","uat","Regression Gold Accounting Tests (REG545, REG547, REG556)","For deal REG-545_GQ and client GoldGregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:59:27","2023-04-30 23:02:35","188","REG-545_GQ","569164","@TC3389_REG-545_GQ","137394","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG545,REG547,REG556.feature","--","--","AUTO-992","AUTO-2040","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg008-to-reg010)","For deal REG010_4 and client Gold445 repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:35:43","2023-04-30 23:39:00","196","REG010_4","50152","@TC428_REG010_4","67845","features/Core/Gold445/REGScenarios/Gold445_REG008,REG009,REG010.feature","--","--","78122","85052","Y","54900308.000","216031.734","216031.734","1260.000","8397840.000","16963.922","16963.922","194.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Testing of Deal for RC Buyout with step payment in combination with partial impairment","For deal LA6720_PROG_EOT_PA CPI_LT24-DT24_PO5K-PA3K_R_S_26 and client SilverGregorianAOP repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:20:54","2023-04-30 23:24:13","199","LA6720_PROG_EOT_PA CPI_LT24-DT24_PO5K-PA3K_R_S_26","59238","@TC4667_LA6720_PROG_EOT_PA_CPI_LT24-DT24_PO5K-PA3K_R_S_26","79915","features/Core/SilverGregorianAOP/LA6720_PROG_EOT_PA CPI-RCBuyoutWithStepPayment.feature","--","--","AUTO-1061","AUTO-4029","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG1003, REG1006, REG1007)","For deal REG-1003_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 18:08:07","2023-04-30 18:14:21","373","REG-1003_GMQ","568567","@TC3974_REG-1003_GMQ","99792","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG1003,REG1006,REG1007.feature","--","--","AUTO-992","AUTO-2262","Y","59652378.000","478574.303","478574.303","1352.000","76485362.000","3167300.035","3167300.035","1738.000",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests(reg568,-reg569,-reg591)","For deal REG-591_GQ and client Goldgregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:57:03","2023-04-30 23:00:13","190","REG-591_GQ","568033","@TC1156_REG-591_GQ","137392","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG568,REG569,REG591.feature","--","--","AUTO-992","AUTO-1827","NA","NA","NA","NA","NA","NA","NA","NA","NA",
AcctGregorianMEC,"Core","04-30-2023","uat","Payment Report","User generates Payment Report for Ledger IFRS 16 Ledger- qdo1 and Entity Payment Report - Scenario 5 - NZD","Pass","Failed","Failed","NA","Failed","Element ddnreportUsing was not visible in time - 30","Element ddnreportUsing was not visible in time - 30","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 23:38:44","2023-04-30 23:39:52","68","--","--","@TC6280_PaymentReportIFRS16Scenario5","--","features/Core/AcctGregorianMEC/PaymentReportIFRS16Phase3.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC6183_PortfolioDealAttribute_EventActivityReport","--","AUTO-6379","AUTO-6757","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Silver445,"Core","04-30-2023","uat","Impairment Loss Reversal E2E Scenarios","User performs Full Impairment, Full Reversal and Partial Impairment using Silver445 and 16 TR Ledger","Fail","Failed","NA","NA","Failed","Timed out after 5 seconds. Unable to locate the element","--","timed out after 5 seconds. unable to locate the element","2023-04-30 19:40:45","2023-04-30 19:41:28","43","--","--","@TC5293_ILRE2E_Silver445_Scenario_6_16TR_Ledger","137328","features/Core/Silver445/Silver445_ILR_E2E_Scenario_6.feature","--","--","AUTO-3116","AUTO-4948","N","32572898.000","12602481.722","12602481.722","743.000","32572898.000","12602481.722","12602481.722","743.000",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG618, REG619, REG621)","For deal REG-618_V2_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-05-01 00:31:31","2023-05-01 00:36:49","318","REG-618_V2_GMQ","569429","@TC4123_REG-618_V2_GMQ","100207","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG618,REG619,REG621.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/@TC4480_AC-208_T35_B6-ASC842Remeasurement/","--","AUTO-992","AUTO-2383","N","15593436.000","386523.704","386523.704","358.000","15593436.000","386523.704","386523.704","358.000",
SilverGregorian,"Core","04-30-2023","uat","Record Asset Event - UI","Verify the error message on Record Asset Event screen, when user selects unimpaired asset while recording ILR event","Fail","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-04-30 22:52:09","2023-04-30 22:52:57","47","--","--","@TC5516_ErrorValidationOfUnImpairedAsset","--","features/Core/SilverGregorian/ErrorValidationOfUnImpairedAssetForReversal.feature","--","--","AUTO-3116","AUTO-5068","N","18648184.000","1030773.674","1030773.674","424.000","18648184.000","1030773.674","1030773.674","424.000",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg758)","For deal REG-758_4Q and client Gold445 repop and validate LE","Pass","Failed","NA","NA","Failed","Difference in total number of Rows from baseline :  Expected [655] found [253] on sheet: Ledger Entries","Rerun did not happen due to Base File failure scenario","Mismatch observed in generated file when compared to basefile.Please verify the output by comparing the Generated file to the Basefile.","2023-04-30 17:36:50","2023-04-30 17:40:58","247","REG-758_4Q","50445","@TC1048_REG-758_4Q","67570","features/Core/Gold445/REGScenarios/Gold445_REG758.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/Gold445/@TC1048_REG-758_4Q/","TC1048_LedgerExport-G445Auto46-67570.xlsx","AUTO-992","AUTO-1664","Y","28925802.000","1829369.036","1829369.036","654.000","10966554.000","242664.049","242664.049","252.000",
SilverGregorian,"Core","04-30-2023","uat","verify-change-in-title-of-number-of-payments-in-the-lvb-screen-on-terms-tab-based-on-periodic-payment-frequency-selection","Verify change in title of No of Payments to No of Quarterly Payments when Periodic Payment Frequency is Quarterly","Fail","Passed","NA","NA","Passed","","","","2023-04-30 16:57:23","2023-04-30 16:58:33","70","--","--","@TC799_LvbRfpScenario_Quaterly","137049","features/Core/SilverGregorian/LvbTermsTabNoOfPaymentUIVerification.feature","--","--","81146","79367","NA","NA","NA","NA","NA","NA","NA","NA","NA",
